050601  3o 2o 2- 2-  1o 1+ 1o 1-   12+      6 0.3
050602  1o 2- 1o 1+  1+ 1+ 2- 3-   12o      6 0.3
050603  2- 2o 2o 2-  2+ 2- 1o 1-   13o      6 0.3
050604  2- 1+ 2+ 2o  3+ 4+ 6- 4+   25o D5  22 1.1
050605  3+ 3o 4- 3o  2+ 3o 4o 3o   25+     17 0.9
050606  4- 3- 2+ 1-  1- 1o 2o 4-   17-     10 0.6
050607  3o 4- 3o 3o  3o 2+ 2o 2o   22o     13 0.8
050608  2+ 1+ 1+ 1o  1- 0+ 1- 1-    8+ Q6   4 0.1
050609  1- 1- 1- 2-  2o 1o 1o 1+    9o Q8   4 0.2
050610  1- 1- 0o 1-  1- 1- 1- 1-    5- Q2   3 0.0
050611  1+ 1- 1- 1-  1- 1+ 2- 2o    9o Q9   4 0.2
050612  2- 2- 4- 4o  5+ 6o 7+ 6o   36- D2  54 1.6
050613  6o 6- 4+ 3o  4o 3- 3+ 2-   31- D3  32 1.3
050614  2- 2- 2o 2-  2o 1o 5- 3o   18-     11 0.6
050615  3o 4- 4+ 2o  4+ 2+ 2o 1o   23-     16 0.9
050616  1- 2- 3o 5-  5o 5o 4o 3+   27+ D4  26 1.2
050617  5- 3+ 2- 2-  3- 3- 3- 1+   21-     14 0.8
050618  1+ 2o 2o 1+  1+ 1o 2- 1o   12-      5 0.2
050619  1+ 1o 1o 1o  1+ 2- 1- 1+    9+ Q7   4 0.2
050620  1o 1- 1- 1o  1o 1o 0+ 0o    6- Q3   3 0.1
050621  0o 0o 0+ 0o  0o 0+ 1- 1o    2+ Q1   1 0.0
050622  2- 1- 1- 2-  1+ 1o 1+ 3-   11o      6 0.2
050623  4- 5o 7o 5o  6- 4o 5- 3+   38+ D1  50 1.6
050624  3+ 3+ 2- 3o  2+ 1- 0+ 1+   16o     10 0.5
050625  3- 3o 1+ 2-  1+ 3+ 2+ 3o   19-     11 0.6
050626  2+ 2+ 1+ 2o  2- 1+ 1+ 1o   13+      6 0.3
050627  1o 0+ 0o 0+  1+ 1- 2- 1+    7- Q5   3 0.1
050628  1- 1o 1o 0+  1+ 1o 1+ 1-    7+ Q4   4 0.1
050629  2- 1- 1+ 1+  2- 2- 1- 1-   10- Q0   5 0.2
050630  1o 1o 1+ 1+  1+ 2o 2o 2o   12o      6 0.2
0506                                  Mean 12 0.52

0506 Q 21  10  20  28  27   8  19   9  11  29 
0506 D 23  12  13  16   4 
