060301  3o 2+ 2o 2+  3o 1+ 0+ 0+   15-      8 0.4
060302  1- 1- 1o 1-  1- 0o 0+ 1o    5o Q3   3 0.0
060303  1o 0o 0+ 0+  1- 1o 1+ 0+    5o Q4   3 0.0
060304  1- 1o 1+ 1-  0+ 0o 0o 1o    5o Q5   3 0.0
060305  0+ 0o 0+ 0o  0o 1- 0o 1-    2o Q1   1 0.0
060306  1- 0+ 1- 2-  3o 3- 4- 4-   16+     11 0.6
060307  4+ 4- 2+ 1+  1+ 1- 2- 2-   17o     11 0.6
060308  2- 1+ 0+ 1-  2- 1- 2- 1+    9+      4 0.2
060309  0o 1- 0o 0o  0+ 1- 3- 1+    6- Q0   3 0.1
060310  1+ 2+ 2+ 3o  3o 3- 2+ 5-   22- D4* 14 0.8
060311  4- 3o 3o 2+  1o 2o 1+ 1+   18-     10 0.6
060312  0o 1+ 2- 2-  1+ 1o 1+ 0o    8+      4 0.1
060313  0+ 1- 0+ 1-  1- 0+ 1- 1o    5- Q2   3 0.0
060314  0o 0o 0o 1-  1o 0+ 0+ 2o    4+ Q7   2 0.0
060315  2o 2o 2o 2+  2- 2o 3o 0+   15+      8 0.4
060316  2- 2+ 2+ 2+  2- 2+ 1o 1+   15o      7 0.4
060317  0o 0+ 0+ 1o  1- 0+ 1- 2-    5o Q6   3 0.0
060318  0+ 2- 3+ 5-  3o 5o 5o 6-   29- D2  30 1.3
060319  6+ 5+ 5- 4-  4+ 3o 4o 4-   35o D1  38 1.4
060320  4+ 4o 4o 3+  2o 2+ 4o 3-   27- D3  20 1.0
060321  2+ 4- 2- 1+  2+ 4o 3+ 3o   22- D5* 14 0.8
060322  3o 3+ 3- 1o  1- 1+ 3- 2+   17o     10 0.5
060323  2- 2o 1o 1-  0+ 1- 0+ 1-    7+ Q8   4 0.1
060324  1+ 0+ 0+ 1o  1- 1o 1+ 2+    8+      4 0.1
060325  2- 3- 1+ 1o  1o 1+ 3- 0+   12o      6 0.3
060326  1- 1+ 0o 1+  2- 2+ 3+ 2+   13o      7 0.3
060327  3+ 3o 0+ 0+  1+ 3- 1o 3+   15+     10 0.5
060328  1+ 3+ 1o 0+  1o 1+ 2- 1o   11o      6 0.3
060329  1o 2o 1- 1o  1- 1- 2- 2+   10o      5 0.2
060330  1+ 1- 0+ 0+  0+ 0+ 2- 2o    7o Q9   4 0.1
060331  1o 0o 1o 2-  2- 1+ 2o 1-    9+      4 0.2
0603                                  Mean  8 0.36

0603 Q  5  13   2   3   4  17  14  23  30   9 
0603 D 19  18  20  10* 21*
