freq 1.2838955078125 
#---+----1----+----2----+----3----+----4----+----5----+----6----+----7----+----8----+----9----+----0
# Jname       RAJ/deg   DECJ/deg LAS/' z_adopt alpha
AbellS1063 342.18125 -44.5288888888890 12.0 0.351 -0.8
