freq 1.2838955078125 
#---+----1----+----2----+----3----+----4----+----5----+----6----+----7----+----8----+----9----+----0
# Jname      RAJ/deg   DECJ/deg LAS/' z_adopt alpha
bullet_cluster 104.629508055522  -55.94695166666222 25.0 0.296 -0.8
