  6  1 19  7  5  6  7 12  9  6 12 85.8
  6  1 20  7  3  3  6  7 12 15  6 87.9
  6  1 21  6  9  4  6  6  2  0  0 90.9
  6  1 22  0  3  5  7 12 12  2  4 89.9
  6  1 23  5 22 18 22 18 12  9 22 89.6
  6  1 24 15 15 12  5  3  3  0  4 89.8
  6  1 25  6  3  2  5  3  6 15 22 86.3
  6  1 26 27 32  7 18 15 56 32 56 84.2
  6  1 27 18  6  9 12 12  9  9 12 81.0
  6  1 28  9  7  6  6  4  2  9  6 77.6
  6  1 29  4  4  3  2  0  0  0  3 77.2
  6  1 30  4  2  2  3  0  2  0  0 76.5
  6  1 31  0  2  0  0  3  5  2  2 75.3
  6  2  1  0  2  5  3  4  3  2  9 75.3
  6  2  2  6  3  2  5  3  3  6  6 75.1
  6  2  3  2  2  3  6  3  5 15  5 76.4
  6  2  4  9 15  5  4  4  4  2  2 74.9
  6  2  5  4  0  6  3  2  2  6  3 74.2
  6  2  6  6 22  7  7 22  9 15 22 72.9
  6  2  7  7  5  4  0  2  3  5  6 72.0
  6  2  8 12  3  5  3  2  0  2  2 72.0
  6  2  9  0  0  2  3  4  0  5  5 72.8
  6  2 10  4  2  0  0  0  2  6 15 73.2
  6  2 11  7  7  7  3  7 12  5  2 74.1
  6  2 12  9 15  6  3  4  5  0  0 74.1
  6  2 13  0  0  0  0  3  6  4  4 74.4
  6  2 14  0  0  0  0  2  0  0  5 75.4
  6  2 15  3  4  7 15  7  6 18 22 76.6
  6  2 16 15 12 15  9  5  5  6  5 77.3
  6  2 17  4 12  6  3  4  4  2  4 77.3
  6  2 18  0  2  0  3  6  3  3  3 76.7
  6  2 19  7  7  7  4  5  5  9  6 74.8
  6  2 20  9  7 12 18 32 39 18 18 74.5
  6  2 21 18 22 15 27 18 22 15 12 74.2
  6  2 22 27 18 18 18 12 18  6  6 74.4
  6  2 23  6  7  5  5  2  2  4  4 73.6
  6  2 24 12  6  4  9  9  3  2  2 74.4
  6  2 25  7  3  2  2  0  0  0  0 74.5
  6  2 26  4  9  3  2  5  7  6 12 75.0
  6  2 27  6  5  6  3  3  0  2  5 75.5
  6  2 28  2  0  4  7  5  3  6  9 75.7
  6  3  1 15  9  7  9 15  5  2  2 75.6
  6  3  2  3  3  4  3  3  0  2  4 74.7
  6  3  3  4  0  2  2  3  4  5  2 74.2
  6  3  4  3  4  5  3  2  0  0  4 73.8
  6  3  5  2  0  2  0  0  3  0  3 73.0
  6  3  6  3  2  3  6 15 12 22 22 72.5
  6  3  7 32 22  9  5  5  3  6  6 73.3
  6  3  8  6  5  2  3  6  3  6  5 71.3
  6  3  9  0  3  0  0  2  3 12  5 71.8
  6  3 10  5  9  9 15 15 12  9 39 71.2
  6  3 11 22 15 15  9  4  7  5  5 73.1
  6  3 12  0  5  6  6  5  4  5  0 72.3
  6  3 13  2  3  2  3  3  2  3  4 71.7
  6  3 14  0  0  0  3  4  2  2  7 72.8
  6  3 15  7  7  7  9  6  7 15  2 73.4
  6  3 16  6  9  9  9  6  9  4  5 71.7
  6  3 17  0  2  2  4  3  2  3  6 71.3
  6  3 18  2  6 18 39 15 48 48 67 71.7
  6  3 19 94 56 39 22 32 15 27 22 74.6
  6  3 20 32 27 27 18  7  9 27 12 76.2
  6  3 21  9 22  6  5  9 27 18 15 76.1
  6  3 22 15 18 12  4  3  5 12  9 75.4
  6  3 23  6  7  4  3  2  3  2  3 76.1
  6  3 24  5  2  2  4  3  4  5  9 75.4
  6  3 25  6 12  5  4  4  5 12  2 75.2
  6  3 26  3  5  0  5  6  9 18  9 73.3
  6  3 27 18 15  2  2  5 12  4 18 74.0
  6  3 28  5 18  4  2  4  5  6  4 79.0
  6  3 29  4  7  3  4  3  3  6  9 81.5
  6  3 30  5  3  2  2  2  2  6  7 83.7
  6  3 31  4  0  4  6  6  5  7  3 86.1
  6  4  1  0  0  0  2  3  2  0  0 86.9
  6  4  2  0  0  0  2  4  0  2  2 91.1
  6  4  3  0  0  0  2  2  3  2  3100.4
  6  4  4  2  2  6  7  6  9 12 18 99.6
  6  4  5 22 39 27 27 56 39 18  7 99.1
  6  4  6  5 12 22  5  6  4  5  6 99.1
  6  4  7  3  2  4  3  3  2  0  3 94.7
  6  4  8  5  0  2  6  4  4  4  6 91.3
  6  4  9 32 48 80 32 32 22 39 80 89.5
  6  4 10 18 27 22  7 15 12 12  6 89.1
  6  4 11  7  9  3  4  4  3  2  6 90.1
  6  4 12  0  2  0  0  2  2  2  0 81.6
  6  4 13  5  7  7 15 27 22  6 15 80.5
  6  4 14 32 80111132 48 56 27 32 79.4
  6  4 15 22 27 39 32 27 48 32 22 78.9
  6  4 16 22 15  9  7  7  9  6  6 77.0
  6  4 17  7  4  4  3  2  3  5 18 78.5
  6  4 18 27 15  4  3  2  3  4  5 76.5
  6  4 19  6  0  3  3  2  2  2  3 76.5
  6  4 20  0  4  3  9 15  5  3  0 79.3
  6  4 21  4  5  4  4  7 27  5  5 80.0
  6  4 22 32 32 18 39 18  7  4  3 83.2
  6  4 23  4 15 15  5  3  5  2  7 87.7
  6  4 24 12  7  6  6  3  2  2  7 93.9
  6  4 25 12  3  2  2  4  5  3  0 96.3
  6  4 26  6  6  3  2  2  3  2  0101.3
  6  4 27  4  5  4  3  5  5  3  4102.0
  6  4 28 15 12 22 15  6  3  3  5101.5
  6  4 29  3  2  2  3  2  2  2  3102.7
  6  4 30  0  0  0  0  0  0  0  0101.4
  6  5  1  0  2  4  3  0  0  0  2 94.8
  6  5  2  6  0  4  2  3  4  5  3 90.9
  6  5  3  4  2  2  0  0  3  6  6 90.4
  6  5  4  3  6 12  7 39 18 12  9 93.4
  6  5  5 27 15 12  9  5  4  2  4 88.2
  6  5  6  5 12  5  5 22 48 32 39 88.6
  6  5  7 15 22 48 18 12  7 12  9 87.8
  6  5  8  9 12  7  5  3  2  3  3 86.3
  6  5  9  3  2  4  5  2  4  2  4 84.2
  6  5 10  0  0  0  2  2  2  6 12 79.8
  6  5 11 15 22 22 15 15  9 18 22 77.9
  6  5 12 32 18 18  7 15  6  7  9 77.3
  6  5 13 18 18  7  6  6  4  9  9 75.0
  6  5 14 15 12  6  5  5  3  3  4 73.6
  6  5 15  4  4  3  2  3  3  3  5 73.2
  6  5 16  3  2  0  2  3  2  0  2 73.1
  6  5 17  5  6  3  3  6  7  3  5 73.6
  6  5 18  5  7 15 12  6 32 22  9 75.0
  6  5 19  6  7  7  3  4  5  7  9 77.1
  6  5 20  6  5  6  6  3  6  6  5 78.0
  6  5 21 12  3  4  5  2  7 12  5 79.4
  6  5 22 12  4  3  5  6  9  7 22 85.1
  6  5 23 15  5  5  4  5  3  2  0 86.3
  6  5 24  2  5  5  4  6  4  0  0 85.9
  6  5 25  2  5  4  2  2  2  5  6 85.9
  6  5 26  5  3  3  2  4  4  3  3 83.8
  6  5 27  4  2  2  2  2  2  0  3 85.2
  6  5 28  4  6  4  7  5  3  4  6 87.0
  6  5 29  3  2  2  2  2  3  3  5 83.3
  6  5 30  4  4  2  6 22  9 12  6 82.3
  6  5 31  9  4  4  3  6  4  6  3 80.6
